SA4_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
121,4407,8759,23243,28116,25096,16239,5107,720,52,111745,7065,1864,3186,5948,6011,8392,14965,11715,5777,64916,261,306,1007,1030,805,626,647,670,844,6201,11740,10928,27434,35097,31910,25256,20721,13097,6679,182860,543,6441,31673,39166,34960,20319,4618,506,36,138256,4767,7158,8448,11940,11444,10070,5823,1446,110,61202,2037,2576,3041,3084,2024,1915,924,162,18,15795,58,187,576,605,391,239,95,43,20,2220,7398,16367,43740,54802,48817,32547,11468,2162,179,217473,97,468,994,1211,1198,918,140,10,0,5043,983,653,477,533,517,523,229,40,5,3953,1084,1121,1470,1737,1721,1439,372,49,5,8997,8481,17489,45208,56541,50536,33983,11842,2213,184,226464,15276,4174,5158,7881,8511,13273,25355,20763,9452,109840,527,645,1976,2044,1552,1256,1209,1131,1204,11543,24286,22306,52341,66457,60609,48514,38403,24095,10839,347853
122,3812,5420,12538,15241,16976,11188,3145,410,28,68759,3810,933,1682,2687,3069,4787,9141,7996,3782,37880,189,217,637,596,588,453,419,537,684,4323,7811,6568,14847,18526,20634,16436,12706,8939,4499,110961,867,4396,16054,19402,22425,13064,2533,221,18,78987,4234,4567,5731,8140,8959,7945,3717,760,47,44098,1811,1613,2053,2017,1736,1579,703,123,14,11640,63,138,366,362,273,192,63,25,10,1502,6969,10720,24201,29925,33393,22782,7017,1130,89,136223,88,235,460,457,603,478,67,3,0,2386,652,294,234,230,271,311,121,14,0,2126,741,531,692,680,875,784,181,18,0,4513,7708,11255,24903,30603,34265,23565,7196,1149,92,140732,8143,2048,2760,3683,4572,7947,16179,14441,6160,65932,411,441,1218,1216,1163,964,837,912,992,8156,16263,13740,28875,35504,40004,32479,24219,16501,7243,214822
123,4212,6513,15273,15835,13402,9346,1969,121,11,66683,4714,2066,5159,5163,4377,6789,10145,5355,1820,45594,453,441,1172,1094,778,669,649,626,543,6416,9383,9020,21602,22092,18559,16806,12758,6100,2372,118690,1518,5638,17324,19672,17389,11454,2129,94,11,75229,4100,4268,7600,8484,6751,5370,1825,199,4,38596,1668,2222,4055,3185,2464,2234,643,61,6,16539,149,309,704,625,397,277,89,23,0,2574,7432,12438,29686,31965,27002,19338,4686,378,22,132941,360,651,1029,861,703,467,70,3,0,4151,738,433,472,421,278,248,60,3,0,2656,1098,1087,1498,1288,984,712,133,10,0,6803,8529,13520,31184,33249,27981,20049,4819,391,22,139743,9842,4102,7784,7832,7067,10873,18457,10017,2909,78885,927,928,2236,2214,1640,1322,1183,1112,748,12325,19300,18548,41205,43295,36693,32242,24464,11516,3676,230946
124,4945,7435,17351,17476,16303,12024,2812,233,15,78598,4491,2005,4864,4718,4364,7426,12733,7354,2723,50679,444,549,1336,1126,939,697,708,720,637,7152,9883,9985,23544,23317,21612,20148,16254,8305,3370,136424,1796,6942,20567,22170,21005,14173,2661,152,11,89479,4832,5095,8708,9350,8237,7396,2832,373,26,46848,1943,2167,4165,3079,2435,2365,802,85,9,17047,155,313,736,548,405,277,75,27,8,2541,8724,14512,34178,35144,32081,24217,6370,640,50,155914,377,694,1011,759,705,628,79,0,0,4255,783,425,467,358,283,317,106,15,0,2759,1160,1119,1482,1118,990,941,192,18,0,7011,9883,15638,35650,36264,33070,25158,6562,654,50,162929,9561,3805,7520,7202,7306,12130,23147,13456,4306,88437,971,1139,2631,2284,1928,1472,1352,1242,878,13900,20422,20581,45804,45750,42308,38760,31058,15357,5235,265262
125,3720,10975,29158,24208,17088,11640,2519,199,15,99522,7665,4620,11927,11165,9011,11721,14273,9044,3948,83367,716,1121,3234,2494,1563,1332,1019,817,721,13011,12104,16711,44316,37869,27662,24695,17808,10057,4676,195903,667,7232,34832,33997,21290,13611,2671,136,4,114450,3725,9317,15411,11969,8386,6493,2273,289,24,57872,1495,3210,6535,5109,3835,3415,971,96,4,24676,136,726,1937,1177,639,449,109,31,9,5214,6027,20487,58716,52257,34143,23954,6024,554,45,202211,266,1173,2993,2184,1402,1069,140,4,0,9236,946,1389,1482,866,601,610,144,14,6,6052,1214,2563,4477,3045,2000,1679,284,16,6,15283,7241,23047,63194,55300,36146,25636,6312,567,49,217494,16458,10363,21996,19095,16060,20164,26162,16945,6630,153879,1473,2638,7170,5440,3413,2795,2040,1492,1186,27652,25171,36044,92360,79837,55620,48592,34513,19004,7867,399020
126,1970,4663,13253,12738,9846,7023,1797,187,14,51496,2919,1420,2598,3021,2682,4519,7104,4820,2570,31657,115,242,745,590,365,360,324,372,591,3693,5009,6330,16598,16348,12897,11905,9222,5375,3173,86849,252,3261,17200,17472,13207,8394,1742,140,5,61675,2067,3758,5508,5812,4728,4365,1938,326,30,28534,895,1492,2101,1664,1171,1166,428,66,6,8979,35,157,459,357,189,150,50,10,5,1415,3251,8665,25269,25301,19289,14073,4156,543,47,100598,58,308,833,743,552,384,74,0,0,2943,457,469,418,345,244,249,89,16,0,2285,514,778,1250,1087,795,638,160,16,0,5227,3761,9446,26519,26396,20082,14706,4312,560,47,105821,6320,3028,4356,4380,4067,7281,12523,8567,4242,54750,249,484,1481,1210,774,749,608,646,846,7041,10329,12954,32358,31980,24919,22731,17441,9771,5131,167614
127,4788,10143,21585,19471,17365,11350,2069,121,9,86902,9949,4969,11056,12188,11656,14842,16128,8661,3455,92917,794,863,2193,2018,1538,1377,1137,955,861,11743,15533,15974,34839,33683,30555,27572,19334,9739,4325,191563,1201,7824,25154,23592,20356,13770,2397,123,3,94430,4472,6510,10028,10110,8805,6513,1843,175,12,48469,2095,3552,6015,4832,4500,3822,971,82,7,25872,218,566,1230,884,744,481,114,17,9,4248,7984,18450,42423,39421,34404,24586,5330,397,29,173019,419,1207,1894,1533,1391,1017,117,3,0,7579,1262,971,841,724,717,729,136,7,0,5375,1676,2176,2737,2257,2108,1744,255,7,3,12963,9663,20623,45162,41677,36503,26331,5579,412,34,185978,20761,10202,18470,19688,19847,25451,29441,16263,5731,165862,1698,1860,4377,4102,3167,2939,2224,1805,1430,23590,32117,32683,68011,65464,59513,54724,37252,18477,7189,375436
128,3526,5292,11385,13231,13644,9664,2472,241,19,59486,3108,845,1596,2165,2350,4661,9108,6787,3221,33836,132,148,477,464,410,313,369,493,745,3554,6769,6287,13459,15853,16407,14640,11948,7521,3988,96867,1096,4844,14649,16291,17356,10923,2090,164,9,67426,3713,3809,4961,7339,7259,6438,2678,419,32,36652,1545,1554,2342,1965,1758,1774,692,99,10,11738,58,112,340,304,209,173,58,17,4,1288,6411,10317,22294,25897,26587,19304,5522,701,62,117099,102,267,425,342,442,357,37,3,0,1978,591,236,181,190,195,265,94,13,4,1757,697,496,603,525,638,619,133,15,4,3736,7106,10818,22902,26426,27219,19930,5655,713,62,120830,6584,1763,2466,3095,3692,7855,16539,12302,5332,59616,308,340,981,976,896,690,687,828,1044,6748,14006,12920,26347,30496,31812,28471,22879,13841,6432,187196
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,95,154,428,259,226,183,41,0,0,1382,105,130,265,203,242,371,298,88,19,1722,87,134,331,282,204,147,61,21,7,1273,279,418,1022,749,666,698,404,104,32,4381,31,112,408,278,214,148,25,4,0,1229,66,97,287,141,133,136,50,0,0,910,17,24,91,51,49,39,5,0,0,284,6,10,23,15,18,9,6,5,0,87,123,245,809,492,412,338,86,6,0,2511,22,50,98,111,85,47,8,0,0,419,26,41,48,35,32,36,7,0,0,224,46,86,148,147,116,80,18,4,0,647,169,336,963,640,530,423,103,8,0,3161,186,224,484,446,514,772,759,216,33,3630,175,266,745,770,637,460,190,58,18,3319,532,829,2187,1859,1678,1648,1055,277,49,10112
201,2773,3634,7994,8250,8779,7157,1713,169,19,40489,1870,805,1894,1906,2217,4205,8546,5163,2247,28857,274,263,591,549,597,549,606,530,426,4399,4920,4708,10476,10704,11587,11909,10869,5865,2696,73740,975,3356,9628,9715,10758,7671,1476,166,18,43769,3292,3030,4790,5238,5216,5292,2071,290,27,29238,469,406,1041,709,648,910,312,45,8,4543,116,133,307,188,236,179,85,39,9,1294,4851,6932,15757,15854,16860,14049,3944,535,54,78847,165,286,499,365,356,295,38,4,0,2000,476,232,272,226,207,226,79,5,0,1722,641,512,772,592,561,524,115,7,0,3730,5494,7444,16531,16439,17427,14573,4064,548,62,82575,4084,1489,2985,2965,3837,7203,15739,9680,3598,51581,552,568,1195,1097,1246,1180,1234,978,658,8701,10126,9501,20702,20511,22505,22951,21034,11207,4317,142855
202,2694,3333,7645,8079,8535,7235,1833,185,20,39558,1710,791,1788,1728,1911,3953,8191,5133,2259,27464,252,225,570,566,591,612,566,518,461,4355,4656,4352,10002,10373,11037,11797,10588,5839,2737,71381,844,3196,9146,9339,10400,7401,1538,169,18,42046,3307,2691,4505,5320,5081,5410,2244,326,28,28925,397,378,985,706,641,937,324,32,0,4404,102,134,254,219,221,192,77,46,17,1255,4650,6405,14881,15590,16342,13941,4184,574,61,76625,126,246,366,270,302,267,38,0,0,1609,494,201,242,162,190,257,74,6,0,1629,620,443,608,431,487,531,109,6,3,3242,5270,6842,15489,16018,16830,14467,4295,578,65,79864,3618,1470,2839,2752,3275,6772,15149,9664,3753,49300,494,477,1140,1128,1230,1257,1162,940,698,8531,9392,8790,19470,19900,21340,22501,20611,11184,4517,137698
203,5300,7672,17652,17531,16734,12700,3031,266,30,80919,3291,1392,3227,3409,3500,7433,15196,9651,4217,51319,373,467,976,962,825,790,982,833,656,6858,8967,9533,21849,21909,21052,20919,19209,10747,4904,139095,1336,6311,21922,20946,20670,13509,2377,214,20,87307,6557,6961,10164,11100,9935,9520,3961,502,37,58741,935,989,2207,1710,1207,1486,565,64,7,9178,137,277,573,460,413,296,123,53,15,2344,8967,14548,34873,34220,32219,24817,7028,830,77,157566,232,538,828,562,639,468,81,5,0,3349,1119,549,528,396,347,371,116,24,0,3452,1352,1079,1359,957,987,844,199,25,0,6807,10316,15632,36225,35177,33198,25658,7224,859,81,164369,7285,2896,5406,5221,5787,12299,27500,17559,6856,90810,772,1013,2085,1871,1744,1623,1876,1505,1018,13506,18372,19539,43726,42274,40725,39586,36603,19915,7951,268681
204,2893,3162,7632,8310,9580,8669,2534,344,40,43164,1811,632,1615,1761,1877,4397,9171,5969,2602,29833,343,316,639,654,742,783,721,643,404,5239,5049,4106,9890,10723,12199,13837,12421,6958,3050,78234,1398,3711,9571,10072,11707,9454,2453,419,27,48813,3336,2208,4367,5058,5408,6195,2982,502,65,30124,539,320,1006,709,750,1134,446,75,13,4993,182,182,345,295,331,243,155,78,20,1828,5451,6421,15296,16128,18195,17035,6035,1075,118,85750,136,216,354,258,321,308,52,0,0,1653,372,146,183,146,188,264,75,8,3,1386,508,362,538,404,511,569,133,9,5,3041,5965,6782,15832,16536,18708,17604,6165,1083,124,88794,3905,1233,2464,2699,3279,7661,17248,11280,4261,54021,692,689,1293,1334,1484,1644,1557,1153,610,10468,10563,8704,19590,20571,23472,26908,24963,13515,4995,153276
205,4376,5104,12369,12445,14087,12910,3534,439,51,65322,2904,1105,3242,3092,3595,8762,16943,10239,3984,53875,509,464,1177,1214,1159,1348,1386,1108,687,9051,7793,6672,16790,16752,18848,23021,21864,11790,4716,128245,1714,5314,14866,14380,16136,13077,3100,414,48,69043,5057,3742,7140,8158,8717,9904,4289,743,58,47813,737,516,1614,1195,1126,1820,648,93,16,7754,245,296,558,469,499,409,233,93,24,2819,7756,9864,24169,24199,26476,25202,8267,1342,147,127425,302,507,769,532,677,662,97,4,0,3553,642,273,427,328,373,498,135,18,5,2701,947,780,1199,860,1050,1166,230,20,12,6254,8704,10648,25365,25058,27522,26366,8496,1362,160,133680,6202,2135,5094,5070,6238,15087,32213,19659,6606,98307,1007,966,2261,2394,2409,2735,2817,2074,1167,17826,15913,13743,32721,32526,36176,44190,43532,23088,7929,249821
206,6109,22873,72274,41327,28979,18499,5193,559,31,195841,5553,6060,8110,6136,5903,9194,15291,10981,5312,72545,565,1745,4809,2651,1743,1403,1112,901,730,15670,12229,30675,85196,50110,36623,29097,21595,12443,6077,284057,581,13265,93379,58878,39641,22828,4783,486,25,233869,6776,20640,34611,19364,14171,11737,5829,1058,72,114255,1316,3283,6042,3741,1651,1569,663,112,14,18404,115,679,1771,836,484,308,115,54,13,4381,8791,37869,135809,82822,55947,36442,11394,1712,124,370901,186,1409,3636,2079,1691,1150,173,13,0,10341,1900,2822,2224,914,761,720,246,33,0,9613,2082,4235,5862,2993,2446,1867,418,44,0,19956,10875,42098,141672,85816,58391,38310,11814,1756,120,390856,11482,11887,14260,9687,9853,15769,26789,19394,8578,127701,1071,3326,9590,5586,3755,3031,2244,1704,1185,31505,23434,57314,165518,101098,72005,57113,40849,22859,9883,550062
207,5388,10298,20045,19829,20839,14602,4120,562,50,95740,5951,2279,3328,4589,5264,8322,14403,12464,6763,63367,265,482,1016,780,747,574,615,657,702,5831,11605,13055,24394,25194,26853,23503,19137,13688,7512,164939,403,6280,26178,25851,27072,17807,3756,377,11,107730,6633,11189,10382,10671,11417,10184,5122,1076,80,66759,1127,1380,1752,1501,999,1102,513,100,23,8491,88,311,661,453,367,256,76,46,15,2282,8250,19154,38975,38472,39861,29344,9469,1599,132,185265,95,577,1128,863,908,674,104,15,0,4366,1685,1186,733,558,527,525,171,34,0,5415,1780,1760,1860,1423,1434,1200,282,42,0,9783,10028,20916,40831,39896,41298,30543,9752,1640,133,195046,13138,5162,5788,6413,7689,13021,24390,21757,11085,108436,543,994,2149,1553,1498,1132,1108,1138,1052,11169,23713,27065,48770,47868,50484,44690,35247,24535,12274,314649
208,6397,9899,22875,25109,26787,17638,5127,556,49,114435,5659,1744,2842,4342,4880,8174,15594,12159,7029,62423,287,338,1060,969,879,691,844,811,834,6708,12339,11979,26776,30426,32552,26501,21564,13521,7908,183563,720,6503,30513,33530,35843,21464,4574,393,34,133567,8036,10246,10230,12827,13820,12115,6227,1130,96,74728,1260,1387,2306,2042,1329,1417,667,119,15,10539,93,251,676,587,469,307,127,43,16,2562,10112,18383,43725,48986,51460,35292,11591,1684,161,221398,111,515,1139,871,1026,790,130,7,3,4591,1773,868,543,467,535,526,209,25,3,4941,1881,1384,1678,1340,1564,1307,339,33,8,9533,11992,19771,45408,50322,53023,36597,11929,1718,169,230932,12542,3887,4718,5885,7227,12916,26631,21106,10960,105873,581,740,2229,1937,1765,1340,1502,1374,1202,12683,25117,24406,52356,58144,62017,50866,40065,24201,12330,349489
209,7408,12577,31540,32209,27812,18385,4029,335,23,134317,6714,2665,7081,7834,7034,11564,18866,12381,5622,79765,507,622,1780,1558,1231,1047,1067,908,791,9521,14632,15866,40405,41601,36074,30997,23962,13627,6438,223604,1658,9957,40300,42422,36605,22239,4060,223,17,157484,8612,11873,17125,19040,15922,12791,4598,607,43,90619,1224,1542,3535,2796,1720,1902,669,92,3,13489,158,552,1321,991,670,410,163,53,11,4331,11654,23926,62287,65247,54916,37339,9490,983,76,265919,365,1070,1994,1554,1359,889,105,0,5,7341,2312,1175,1114,961,739,643,177,22,5,7150,2682,2245,3104,2520,2101,1536,279,27,8,14494,14340,26165,65392,67761,57014,38875,9772,1005,88,280414,14955,5577,10785,11210,11128,18475,33557,22620,9179,137476,1118,1487,3731,3246,2586,2157,2031,1678,1245,19277,30410,33231,79907,82221,70726,59510,45359,25301,10509,437166
210,5402,9490,23605,22223,18630,12216,2431,188,9,94204,6063,2659,7870,7977,6877,9450,13473,9203,4197,67764,525,631,1815,1600,1225,924,765,688,516,8682,11992,12776,33290,31796,26741,22592,16667,10075,4717,170650,1310,7876,31303,30356,24454,15712,2518,166,12,113704,6241,8786,13129,13247,10764,8256,2731,347,11,63507,899,1033,2676,1973,1281,1319,425,57,0,9652,179,527,1304,946,600,365,119,24,9,4076,8627,18219,48402,46518,37096,25647,5795,600,34,190944,395,1127,1842,1408,1243,753,73,5,0,6848,1834,926,972,857,658,523,120,9,4,5894,2225,2045,2814,2263,1903,1279,192,13,4,12735,10850,20267,51215,48782,39002,26928,5992,614,35,203685,12918,5269,11339,11513,10728,15478,23941,16652,6983,114821,1170,1460,3929,3309,2505,1898,1406,1244,798,17724,24940,26989,66484,63605,52242,44310,31338,18511,7813,336226
211,8402,12015,26347,29565,29699,21824,5180,441,25,133514,5897,1958,4789,6128,6084,11047,21616,14874,6298,78688,387,439,1102,1150,972,914,938,1043,964,7904,14681,14421,32234,36842,36762,33787,27731,16357,7282,220103,2035,10622,34865,38246,38414,26178,4886,296,16,155563,10264,10837,13331,17416,17032,15375,6209,904,46,91402,1524,1371,3119,2400,1888,2135,820,134,12,13401,175,388,896,742,643,417,142,38,25,3467,14000,23217,52213,58814,57973,44100,12056,1370,92,263832,308,801,1171,1008,991,861,123,3,0,5273,2219,884,685,707,636,650,214,18,4,6022,2524,1691,1854,1713,1636,1512,338,25,3,11289,16522,24906,54073,60528,59605,45608,12392,1396,95,275126,13465,4221,7236,8551,9317,17608,37901,26896,10265,135465,824,961,2328,2306,2145,1830,1769,1794,1454,15404,30811,30089,63632,71380,71072,65046,52068,30085,11817,425997
212,11749,21209,48486,46941,39027,25047,5254,462,35,198212,12224,6171,14265,14214,12105,17861,27640,18932,8629,132038,1013,1384,3687,2855,2227,1768,1591,1394,1101,17034,24988,28762,66444,64012,53359,44674,34490,20783,9768,347284,2602,17380,64633,65466,53580,33518,5832,366,25,243400,13659,20096,28675,27588,21987,16794,6096,850,51,135805,1578,2186,4905,3418,2398,2234,800,111,15,17648,298,1063,2655,1793,1185,769,220,73,35,8094,18141,40722,100866,98265,79152,53322,12951,1401,125,404944,625,1971,3540,2512,2055,1509,199,8,0,12425,4057,2484,1883,1502,1143,1043,295,31,5,12438,4690,4457,5420,4016,3200,2552,495,33,4,24864,22827,45176,106283,102276,82351,55870,13445,1441,135,429807,26603,12324,20913,19845,18328,28258,48869,34792,14279,224215,2108,3216,8173,6024,4578,3609,2987,2542,1681,34913,51538,60714,135372,128149,105254,87733,65298,38777,16090,688939
213,10535,18729,52014,52357,37949,22058,3858,230,17,197759,11373,4909,15561,15502,11843,17362,24646,13389,5616,120206,1167,1472,4618,3778,2395,1774,1515,1075,814,18610,23082,25110,72199,71635,52192,41202,30017,14698,6447,336570,2121,14804,65982,74815,52097,28820,4504,147,9,243295,12154,17584,29189,28127,20138,14493,4239,436,16,126384,1659,2112,5344,4386,2582,2260,674,66,3,19095,338,1132,2946,2127,1216,693,189,34,16,8688,16277,35634,103459,109453,76043,46269,9613,677,44,397466,726,2101,4385,3490,2731,1780,216,6,4,15427,3502,2170,2389,1906,1307,1198,241,26,0,12735,4224,4272,6770,5390,4037,2976,464,28,7,28164,20500,39900,110231,114847,80078,49239,10067,713,53,425630,24360,10093,23133,22315,18581,27653,44722,24901,8969,204738,2441,3339,9641,7952,5055,3686,2969,2047,1237,38386,47305,53336,143011,145115,103717,80576,57764,27656,10261,668748
214,4715,5966,13621,15283,16874,12998,3506,324,11,73303,3137,1091,2629,3316,3708,7115,15127,11040,4425,51579,433,404,903,983,1024,891,1027,1050,941,7654,8283,7452,17164,19583,21605,20994,19666,12419,5380,132541,1511,5619,17218,18466,20916,14432,2908,244,10,81325,5759,5002,7221,9378,9825,9515,4352,706,50,51807,914,824,1878,1552,1386,1573,608,110,10,8847,172,257,502,461,440,318,122,50,10,2338,8357,11707,26822,29861,32566,25836,7992,1106,74,144321,219,461,648,483,605,509,78,4,0,3010,1063,331,355,323,336,402,109,3,0,2918,1281,787,1001,804,939,907,193,8,4,5931,9643,12497,27818,30664,33504,26748,8184,1116,76,150249,6950,2132,3969,4874,5910,11513,26884,20121,7493,89856,847,772,1849,1987,2178,1871,1964,1839,1469,14775,17441,15401,33635,37531,41592,40137,37037,23071,9042,254875
215,2114,2778,6886,6333,7153,6736,1839,274,24,34136,1554,692,1861,1618,1804,3505,6898,5040,2557,25532,287,282,711,680,638,705,677,599,451,5042,3956,3752,9459,8635,9593,10947,9415,5917,3033,64712,983,3367,8896,7846,8980,8092,2055,314,31,40561,2570,1785,3878,3931,3974,4639,2042,402,45,23264,255,264,808,487,481,740,288,46,17,3391,112,158,363,277,291,258,124,87,12,1681,3922,5570,13952,12537,13729,13718,4511,852,104,68899,140,270,360,282,297,270,29,0,0,1638,278,154,237,159,153,217,49,4,0,1261,416,420,600,441,447,487,84,4,3,2904,4339,5992,14548,12978,14179,14206,4596,860,112,71797,3370,1301,2954,2731,3260,6328,13093,9278,4117,46440,630,594,1518,1388,1350,1518,1472,1115,710,10302,8340,7898,19014,17096,18791,22053,19161,11254,4936,128539
216,2071,2532,5905,5762,6522,5765,1557,167,21,30316,1436,669,1584,1466,1586,3119,6412,4478,1997,22753,234,232,602,571,515,568,581,536,358,4195,3741,3426,8095,7796,8627,9453,8547,5183,2383,57259,938,2928,7402,6955,8327,6680,1583,181,15,35011,2456,1669,3294,3567,3682,3998,1756,297,30,20739,326,225,652,444,494,697,283,41,9,3171,133,131,292,235,242,217,110,51,19,1429,3854,4957,11645,11201,12742,11588,3729,559,78,60348,127,213,316,254,253,215,16,6,0,1406,330,145,184,145,121,161,48,7,0,1139,459,356,500,402,380,377,63,11,0,2543,4310,5315,12144,11603,13122,11967,3791,571,73,62894,3130,1197,2454,2368,2830,5445,11946,8610,3338,41305,539,504,1248,1126,1154,1198,1190,1012,567,8538,7982,7014,15849,15095,17103,18610,16928,10196,3977,112743
217,2126,2227,5374,5617,6604,6095,1814,266,31,30152,1216,449,1184,1143,1324,3048,6224,4202,2038,20838,199,162,398,437,439,491,521,444,315,3406,3542,2837,6956,7198,8374,9634,8560,4906,2384,54393,1032,2780,6773,6492,7921,6640,1881,322,28,33872,2553,1463,3251,3758,3989,4505,2041,374,49,21984,309,205,706,512,555,779,306,53,7,3434,126,100,255,223,203,193,152,77,25,1348,4021,4552,10987,10988,12667,12116,4383,822,104,60640,67,137,212,161,205,170,17,3,0,972,231,104,118,130,137,183,40,3,0,944,296,237,323,287,342,350,61,8,0,1914,4321,4789,11309,11271,13014,12465,4446,830,104,62553,2589,790,1746,1742,2315,5211,11577,7673,3213,36849,449,367,851,901,949,1010,1062,789,484,6867,7353,5941,13911,13918,16268,18691,17082,9292,3801,106267
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,27,0,0,6,16,3,14,4,0,0,38
