SA4_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
319,115559,119533,235089,4665,5223,9894,1181,1232,2415,846,877,1718,13980,15343,29328,144,129,272,163,166,327,156,146,297,142,133,279,65,55,123,5,9,15,16687,18092,34777,627,539,1159,505,488,998,22486,24346,46836,12433,10920,23354,150476,154801,305277
397,39,5,47,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,109,24,130,149,28,183
399,1455,1091,2545,722,578,1295,431,462,889,277,302,586,2200,2296,4494,80,73,160,117,139,261,44,47,95,39,59,96,24,25,51,0,0,0,3220,3403,6627,166,178,343,60,50,111,4166,4209,8378,2204,1478,3681,7825,6776,14601
401,121779,129533,251314,3935,4238,8172,957,839,1795,1056,1073,2125,448,480,935,14337,15128,29463,196,220,418,84,82,167,189,237,429,106,98,201,5,0,4,17381,18164,35544,1338,1330,2670,290,231,524,22947,23962,46910,5870,5624,11495,150595,159121,309714
402,185824,189230,375058,3988,3958,7947,859,693,1549,1007,807,1818,416,412,828,18982,19330,38310,164,145,305,68,99,164,185,171,356,85,76,162,0,0,0,21766,21728,43489,983,1100,2087,566,475,1039,27298,27259,54555,10583,9856,20440,223706,226342,450050
403,152701,161755,314452,2757,2998,5756,627,615,1240,758,749,1508,358,384,740,14625,16098,30730,164,171,336,77,72,148,151,181,330,57,58,116,0,0,0,16804,18329,35134,872,896,1768,343,301,646,20780,22528,43307,6699,6632,13334,180174,190914,371091
404,97586,102277,199863,2330,2560,4891,613,534,1151,717,575,1294,302,333,638,10694,11274,21970,124,134,254,53,48,103,131,123,256,70,62,135,0,0,0,12714,13082,25789,741,787,1532,309,260,566,16089,16693,32784,4649,4458,9106,118323,123429,241755
405,46945,46851,93800,1862,2055,3918,145,138,278,138,149,282,155,152,299,3097,3333,6433,66,63,129,28,31,58,79,96,177,3,7,13,0,0,0,3708,3970,7669,112,115,235,103,83,187,5792,6216,12005,3941,3701,7643,56684,56770,113453
406,32283,31530,63820,2509,2708,5212,133,112,246,176,133,313,175,183,360,1557,1643,3198,124,118,246,24,22,41,83,83,166,6,6,10,0,0,0,2281,2300,4584,132,146,278,84,70,158,5011,5222,10239,4436,3289,7723,41733,40042,81780
407,76799,77673,154478,4030,4340,8370,249,247,494,689,654,1341,215,248,466,5242,5518,10760,115,124,238,50,59,112,126,133,260,8,10,20,0,0,4,6700,6990,13694,343,264,608,229,180,409,11305,11770,23083,7943,6393,14330,96054,95838,191884
497,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
499,369,226,596,148,74,225,36,41,72,42,38,81,66,63,129,499,564,1067,32,32,64,6,6,16,14,13,22,3,8,6,0,0,0,703,765,1467,41,43,86,55,32,84,947,917,1865,538,354,890,1854,1490,3345
501,72330,74951,147279,3954,4269,8221,215,224,435,232,241,471,216,219,437,74,74,144,7321,8087,15407,65,72,136,73,86,160,10,8,22,9,0,11,8216,9016,17229,492,472,965,260,212,470,12917,13966,26879,7046,5613,12653,92290,94522,186810
502,40538,43879,84415,1503,1701,3200,173,158,333,123,142,260,165,197,363,42,53,93,4757,5386,10145,28,42,73,45,45,86,12,14,22,9,4,10,5359,6033,11392,250,280,528,146,166,313,7260,8181,15442,3644,3087,6733,51443,55153,106593
503,67674,69844,137514,2820,2987,5805,580,581,1155,661,704,1369,452,433,886,138,124,266,9894,10629,20526,48,52,95,77,77,156,71,67,136,4,0,4,11920,12674,24592,1557,1619,3171,212,191,404,16501,17474,33975,4985,4110,9097,89162,91425,180589
504,110834,113309,224142,2476,2671,5151,291,288,579,342,334,680,287,294,574,98,84,179,11855,12574,24432,44,51,98,81,61,146,23,33,57,0,3,3,13030,13726,26753,769,805,1577,348,281,624,16626,17480,34104,8868,5941,14809,136325,136730,273053
505,231643,242797,474441,5394,5921,11313,744,837,1581,874,875,1753,614,706,1316,165,149,318,24226,25935,50161,104,91,192,148,151,300,71,63,136,15,11,26,26951,28829,55779,1989,2086,4069,626,531,1158,34960,37364,72325,12902,10743,23643,279498,290905,570407
506,210436,214374,424808,5681,5800,11473,753,618,1368,867,778,1644,572,529,1099,237,233,473,24035,24604,48642,98,113,214,165,164,332,76,94,163,11,23,37,26811,27157,53965,2077,2144,4220,671,590,1264,35238,35690,70929,15154,12091,27246,260826,262160,522984
507,173386,181998,355383,4824,5336,10165,845,804,1650,875,831,1707,566,613,1176,216,217,430,19263,21439,40707,104,130,234,170,175,343,85,72,157,3,5,9,22136,24280,46414,1545,1592,3138,549,544,1092,29046,31763,60806,12720,9219,21935,215154,222976,438124
509,52902,52303,105202,2613,2769,5379,112,103,210,114,121,235,154,152,303,65,68,124,4843,5059,9904,34,29,63,45,35,82,3,7,12,4,0,4,5368,5568,10938,341,249,596,125,124,257,8459,8714,17164,7592,5916,13511,68950,66934,135885
510,29752,26611,56362,3096,3311,6402,275,241,514,269,277,546,482,445,926,110,92,201,3771,3654,7428,34,36,72,167,160,326,11,12,23,3,0,8,5130,4920,10051,276,252,523,167,130,295,8667,8607,17276,9044,6150,15194,47461,41372,88836
511,43041,41333,84380,2746,2729,5476,221,184,401,202,201,406,305,267,566,125,103,225,4688,4662,9344,43,38,80,91,101,190,13,8,21,4,3,11,5690,5556,11253,357,299,656,194,149,346,8989,8741,17733,8806,6466,15271,60844,56537,117382
597,200,24,229,0,0,0,7,0,3,0,0,0,6,3,10,0,0,0,31,4,39,0,0,0,3,0,3,0,0,0,0,0,0,46,9,55,10,0,14,0,0,0,55,10,71,200,19,216,455,58,514
599,650,443,1089,269,221,487,144,127,273,133,121,259,180,191,365,40,42,86,775,793,1565,27,17,42,30,25,58,3,12,8,0,0,0,1335,1324,2661,99,96,192,43,20,61,1743,1662,3403,2228,1281,3513,4620,3386,8005
601,95678,101400,197079,2527,2735,5260,1340,1233,2578,1425,1277,2699,651,703,1348,106,115,222,156,174,330,10113,10789,20901,84,81,161,86,100,186,0,0,0,13955,14467,28423,591,593,1182,332,263,602,17404,18059,35467,6146,5838,11988,119230,125302,244534
602,59740,61979,121721,1658,1745,3400,745,640,1391,704,653,1362,497,521,1020,74,65,140,133,159,292,5143,5719,10862,59,52,110,24,32,58,0,0,3,7393,7845,15241,267,226,493,164,165,337,9481,9991,19470,4356,4171,8525,73575,76142,149718
603,17191,16369,33568,629,665,1288,179,188,368,135,130,270,125,154,279,19,23,45,32,24,57,1047,1053,2096,14,13,22,12,10,24,0,0,0,1564,1598,3162,53,55,109,31,19,51,2276,2339,4614,1687,1548,3240,21158,20252,41414
604,45469,47393,92862,1730,1924,3655,406,386,794,440,386,829,346,381,730,57,50,105,76,84,162,3698,4234,7935,46,51,96,24,25,47,4,4,5,5105,5602,10703,141,173,314,104,116,219,7081,7813,14892,3657,3612,7270,56206,58822,115022
697,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,13,0,19
699,178,106,280,64,46,107,27,26,48,23,29,54,20,37,62,8,10,21,4,7,9,197,198,394,0,4,3,0,0,0,0,0,0,284,314,593,15,11,23,7,3,8,362,374,736,224,138,360,761,612,1377
701,49380,49197,98576,1362,1427,2787,932,879,1816,1102,1084,2189,869,890,1759,358,388,750,403,434,833,55,57,114,6957,7216,14180,137,146,279,3,3,10,10815,11111,21924,508,548,1053,305,215,525,12981,13295,26284,7401,5716,13118,69763,68209,137973
702,32754,32828,65580,1851,2050,3896,435,480,917,477,542,1014,580,613,1190,239,276,514,232,240,480,39,38,74,2249,2454,4701,40,38,75,0,0,0,4286,4684,8971,305,285,593,143,140,286,6585,7159,13744,4952,3715,8672,44295,43697,87998
797,42,10,53,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,15,0,18,25,0,24,83,15,99
799,541,431,972,165,137,306,82,99,179,91,95,184,122,135,261,28,36,64,65,59,120,7,9,21,108,123,232,8,4,9,0,0,0,509,557,1069,36,46,83,8,3,13,721,747,1469,557,486,1038,1816,1661,3479
801,171875,178295,350169,3169,3283,6451,7222,7317,14542,2226,2103,4330,1557,1516,3068,372,382,752,432,416,842,148,146,294,239,238,479,21962,22558,44514,11,11,23,34157,34687,68850,2350,2354,4704,565,432,996,40239,40760,81001,9191,8410,17605,221304,227466,448776
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,78,45,120,17,29,45,22,37,56,19,13,26,12,0,8,0,4,4,0,0,4,0,0,5,0,0,0,70,92,159,0,0,0,127,147,273,12,10,26,5,0,0,153,189,348,98,36,135,331,273,601
901,1593,1593,3184,92,110,202,54,50,107,16,7,22,48,44,93,0,4,7,66,74,136,0,0,0,6,4,17,10,13,27,0,0,4,206,201,404,18,21,43,4,3,5,322,331,650,576,326,901,2487,2246,4739
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,5,6,4,5,0,8,6,4,11
