SA3_CODE_2021,C21_75_84_No_need_assist_F,C21_75_84_No_need_assist_P,C21_75_84_Need_assist_ns_M,C21_75_84_Need_assist_ns_F,C21_75_84_Need_assist_ns_P,C21_75_84_Tot_M,C21_75_84_Tot_F,C21_75_84_Tot_P,C21_85over_Need_assist_M,C21_85over_Need_assist_F,C21_85over_Need_assist_P,C21_85over_No_need_assist_M,C21_85over_No_need_assist_F,C21_85over_No_need_assist_P,C21_85over_Need_assist_ns_M,C21_85over_Need_assist_ns_F,C21_85over_Need_assist_ns_P,C21_85over_Tot_M,C21_85over_Tot_F,C21_85over_Tot_P,C21_Tot_Need_assist_M,C21_Tot_Need_assist_F,C21_Tot_Need_assist_P,C21_Tot_No_need_assist_M,C21_Tot_No_need_assist_F,C21_Tot_No_need_assist_P,C21_Tot_Need_assist_ns_M,C21_Tot_Need_assist_ns_F,C21_Tot_Need_assist_ns_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
50503,3019,5817,173,232,409,3570,4209,7781,402,901,1297,528,548,1077,88,147,240,1018,1596,2616,4303,4898,9196,92886,96829,189716,5336,4260,9594,102525,105987,208506
50601,1231,2433,92,108,193,1590,1700,3289,158,267,419,216,242,464,53,70,117,427,579,1006,2157,2220,4373,41692,42999,84691,2756,2359,5123,46605,47578,94184
50602,1047,2023,79,116,196,1323,1551,2880,205,412,613,247,316,559,52,91,147,504,819,1318,1543,1744,3282,33842,33132,66972,2789,2267,5052,38174,37143,75312
50603,1917,3577,113,189,301,2184,2661,4849,324,676,998,379,491,872,103,218,320,806,1385,2191,1960,2363,4318,45030,45178,90210,2406,2200,4612,49396,49741,99139
50604,1956,3754,118,160,278,2389,2778,5162,262,564,828,350,444,800,101,143,246,713,1151,1869,2830,3156,5987,56211,56436,112647,4448,3295,7744,63489,62887,126376
50605,1463,2832,80,102,178,1684,1902,3593,189,343,538,313,343,658,42,59,100,544,745,1292,1279,1468,2752,26386,26992,53384,1435,1196,2632,29100,29656,58762
50606,312,694,34,28,62,498,455,955,49,84,137,48,50,104,8,5,12,105,139,249,579,574,1153,14318,14901,29219,1210,662,1865,16107,16137,32242
50607,1008,1874,85,111,196,1124,1381,2503,168,382,554,205,267,469,66,138,205,439,787,1233,754,1068,1826,19389,20005,39397,1131,1102,2233,21274,22175,43448
50701,1709,3350,134,149,287,2206,2444,4655,292,641,930,327,356,687,65,106,174,684,1103,1782,2389,2828,5217,51795,53600,105393,2874,2342,5217,57058,58770,115824
50702,932,1800,78,92,172,1118,1280,2407,193,357,546,202,209,408,45,103,149,440,669,1107,867,1084,1956,17109,18347,35458,1338,1159,2499,19314,20590,39910
50703,456,903,25,38,66,625,689,1314,81,129,211,82,98,172,14,11,29,177,238,416,1102,1077,2175,19799,20203,40003,2585,1100,3687,23486,22380,45867
50704,2813,5379,137,152,288,3133,3647,6774,483,1092,1575,674,857,1531,111,158,263,1268,2107,3363,2047,2898,4947,46777,50413,97194,2090,1894,3990,50914,55205,106127
50705,2393,4611,196,220,418,2943,3266,6210,313,541,849,433,499,930,114,191,300,860,1231,2083,3444,3468,6912,58967,61662,120628,4674,3457,8132,67085,68587,135678
50901,1717,3335,144,140,284,2137,2281,4420,254,433,686,399,435,835,64,58,122,717,926,1644,1760,1901,3664,26381,27077,53454,2694,2073,4770,30835,31051,61880
50902,1372,2934,213,209,424,2051,1890,3947,153,277,436,284,321,608,68,84,155,505,682,1196,1409,1530,2940,23847,22905,46754,3610,2632,6244,28866,27067,55937
50903,462,1012,64,64,123,701,656,1351,66,139,205,122,106,230,11,23,41,199,268,471,453,546,1001,8433,7942,16372,1020,958,1989,9906,9446,19357
51001,158,350,60,57,109,319,290,607,29,41,72,22,16,34,13,25,37,64,82,139,512,509,1020,13851,14507,28357,2946,2765,5708,17309,17781,35092
51002,32,85,13,15,30,90,74,157,7,10,24,5,6,12,3,4,6,15,20,39,211,235,454,11178,9032,20203,3100,1687,4785,14489,10954,25443
51003,53,115,18,3,28,104,75,186,4,6,8,7,0,9,4,0,5,15,6,19,246,177,420,12898,11082,23978,3188,1996,5188,16332,13255,29594
51101,406,780,59,52,110,503,536,1039,42,94,140,72,83,149,8,15,22,122,192,315,341,356,691,6866,6766,13632,889,763,1644,8096,7885,15970
51102,123,286,30,22,57,226,183,410,7,28,36,20,21,43,6,6,14,33,55,90,165,155,319,4016,3769,7785,775,655,1429,4956,4579,9537
51103,270,583,64,40,106,465,403,871,35,80,111,39,51,90,11,20,31,85,151,236,591,608,1202,16649,14902,31549,3398,2109,5515,20638,17619,38267
51104,1124,2294,189,159,348,1624,1601,3224,181,293,473,246,237,484,57,89,143,484,619,1108,1371,1444,2818,22780,22704,45483,3740,2944,6685,27891,27092,54981
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,38,297,196,25,218,456,63,514
59999,21,86,47,16,63,111,41,155,5,5,8,4,0,4,10,12,15,19,17,30,135,107,236,2288,2040,4327,2222,1277,3492,4645,3424,8055
60101,280,549,30,33,66,384,424,809,33,64,97,33,40,71,5,7,12,71,111,186,747,709,1455,8180,8763,16937,590,607,1195,9517,10079,19589
60102,1681,3045,104,102,209,1769,2210,3976,241,564,807,309,397,706,47,66,115,597,1027,1630,1695,2069,3761,25402,27001,52404,1715,1279,2994,28812,30349,59161
60103,1365,2411,96,122,224,1453,1984,3449,235,454,688,258,342,601,36,63,106,529,859,1395,2115,2354,4470,25018,25602,50623,1462,1452,2920,28595,29408,58008
60104,907,1733,40,65,107,1042,1210,2257,113,237,343,162,207,373,12,25,41,287,469,756,882,1028,1909,16203,17361,33561,563,610,1171,17648,18999,36641
60105,1237,2330,70,75,142,1380,1638,3022,203,477,684,234,329,564,24,59,77,461,865,1331,1052,1501,2552,24536,25633,50166,1254,1193,2448,26842,28327,55163
60106,410,805,34,25,59,521,562,1087,59,106,163,86,66,150,4,10,16,149,182,336,582,625,1211,7975,8248,16225,544,538,1082,9101,9411,18515
60201,2307,4258,127,161,293,2561,3164,5725,367,791,1161,415,604,1019,65,110,183,847,1505,2357,2847,3325,6170,37355,39699,77055,2123,1997,4126,42325,45021,87345
60202,696,1445,52,62,115,926,911,1836,75,124,200,127,125,249,5,17,20,207,266,474,797,792,1588,10614,10661,21272,697,697,1392,12108,12150,24254
60203,1156,2301,96,85,181,1517,1520,3042,152,246,395,220,212,429,40,48,84,412,506,912,1531,1427,2959,17041,17110,34146,1332,1163,2495,19904,19700,39600
60301,193,498,24,23,46,392,280,679,22,35,58,43,34,70,12,5,16,77,74,148,486,431,910,5495,5024,10517,553,463,1012,6534,5918,12440
60302,507,1099,54,47,100,764,679,1438,56,103,157,84,83,165,29,37,68,169,223,388,681,690,1370,9453,9454,18902,740,697,1439,10874,10841,21707
60303,255,569,34,34,66,404,341,750,39,33,65,55,58,113,4,9,19,98,100,200,306,267,577,3297,3116,6413,314,274,592,3917,3657,7582
60401,1523,2855,100,118,208,1778,2067,3834,201,423,621,294,375,665,39,53,93,534,851,1386,1958,2136,4088,20754,22497,43252,1340,1339,2677,24052,25972,50028
60402,1389,2726,119,109,230,1773,1905,3680,183,366,549,235,300,540,50,62,108,468,728,1196,1860,1953,3813,20329,21516,41847,1377,1259,2633,23566,24728,48293
60403,370,774,49,47,87,556,509,1049,42,65,109,69,82,152,25,18,45,136,165,306,579,530,1112,7778,7392,15176,837,719,1557,9194,8641,17841
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,3,0,3,12,0,19
69999,10,21,4,7,9,12,17,31,0,0,0,0,0,3,0,0,0,0,0,3,43,35,82,502,455,960,213,131,339,758,621,1377
70101,229,514,34,36,70,374,329,705,32,42,75,41,24,66,22,24,45,95,90,182,313,275,586,12081,11857,23933,1404,1123,2526,13798,13255,27044
70102,594,1179,60,75,139,843,925,1770,84,147,230,78,52,130,11,27,40,173,226,397,1202,1170,2368,23569,24300,47870,2302,2157,4461,27073,27627,54701
70103,171,417,36,19,59,334,241,582,22,36,53,20,16,37,0,3,3,42,55,97,374,332,701,8964,8164,17124,2147,1009,3153,11485,9505,20983
70104,178,353,27,23,54,262,284,556,33,69,105,23,20,38,6,8,16,62,97,159,787,698,1487,15764,16403,32165,1850,1671,3529,18401,18772,37176
70201,246,480,33,40,71,330,397,735,30,81,114,26,48,70,6,11,21,62,140,202,601,721,1327,15307,16068,31368,2177,1594,3775,18085,18383,36471
70202,22,56,6,0,6,44,38,81,0,7,8,3,6,10,0,0,0,3,13,14,80,92,170,2313,2268,4585,315,226,533,2708,2586,5287
70203,51,154,30,13,48,165,89,264,5,13,16,8,0,8,5,0,3,18,13,31,276,280,557,6897,6645,13540,893,809,1708,8066,7734,15805
70204,23,45,7,4,4,49,53,90,4,0,6,4,0,5,0,0,0,8,0,15,204,217,423,5379,5451,10825,855,695,1548,6438,6363,12798
70205,83,195,31,15,49,189,141,335,13,24,43,13,10,18,3,0,8,29,34,64,292,296,592,7825,7743,15571,1453,1123,2580,9570,9162,18739
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,10,70,23,0,24,87,10,99
79999,10,27,10,5,17,31,15,49,0,0,0,4,0,3,0,0,0,4,0,7,56,42,99,1037,1010,2046,731,622,1355,1824,1674,3500
80101,2004,3874,90,81,171,2381,2703,5077,317,535,851,362,393,755,24,34,62,703,962,1667,2471,2973,5444,48030,48662,96690,2031,1890,3925,52532,53525,106061
80103,23,55,18,10,21,57,36,85,4,5,6,9,0,6,0,0,0,13,5,16,30,36,66,653,448,1094,608,166,771,1291,650,1934
80104,715,1356,32,39,75,815,973,1797,68,113,182,97,85,185,4,9,14,169,207,374,1330,1515,2848,40767,40915,81683,1601,1549,3155,43698,43979,87682
80105,857,1570,41,49,96,901,1181,2080,192,353,543,207,263,475,16,37,50,415,653,1069,953,1367,2319,27339,28019,55362,1888,1619,3505,30180,31005,61188
80106,710,1374,66,71,141,817,936,1758,97,288,388,127,199,328,39,84,121,263,571,842,521,798,1314,13776,14539,28318,964,999,1956,15261,16336,31592
80107,1463,2784,97,114,207,1745,2080,3815,205,422,623,241,302,540,44,73,116,490,797,1281,2284,2626,4909,40258,41285,81544,1512,1505,3012,44054,45416,89461
80108,757,1446,41,51,87,871,1037,1898,108,229,336,151,149,298,22,21,47,281,399,683,657,850,1506,10824,11355,22179,475,472,945,11956,12677,24630
80109,1183,2099,61,60,121,1167,1572,2734,195,363,562,271,301,575,39,48,87,505,712,1221,886,1221,2107,17435,18204,35633,798,739,1539,19119,20164,39279
80110,30,56,7,0,9,41,38,84,4,5,4,4,8,13,0,0,0,8,13,22,104,121,224,5308,5492,10797,197,221,414,5609,5834,11435
80111,7,7,0,0,0,4,7,11,0,0,0,0,0,3,0,0,0,0,0,4,11,8,21,296,266,557,24,26,46,331,300,625
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,4,5,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,4,19,7,26,224,225,450,94,35,127,337,267,605
90101,11,27,0,3,3,20,14,32,0,0,4,5,0,5,0,0,0,5,0,4,16,17,25,646,565,1210,346,101,449,1008,683,1692
90102,3,16,7,0,6,22,7,33,3,4,9,0,0,0,0,0,0,3,4,11,12,13,31,243,228,473,48,49,98,303,290,593
90103,0,10,6,5,7,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,88,100,189,53,48,98,149,155,310
90104,70,126,10,10,21,76,90,174,14,12,23,14,14,26,0,0,3,28,26,50,54,48,101,871,967,1840,135,112,247,1060,1127,2188
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,3,6,4,11
